ID,grade,teacher,time,T1,T2,T3,T4,S1,S2,S3,S4,S5,purpose,criteria,generality,evidence,audience1,audience2
301224,5,2,2,,2,,,0,0,0,0,0,I could you my model for if I set a cold container out and I come back later and it has water droplets on it I would know it came from the air.,"Showing humidity, showing molecules, conservation of matter, showing particle nature.",Different ways because people in different situation will know what is happening.,Yes because when we did experiments I wrote down notes then added them to my model.,People who want to learn about condensation.,I could tell them that the air molecules slow down when they get cold and go onto the container.
301225,5,2,2,,2,,,0,0,0,0,0,I would use my model by seeing the humidity and look at F at see what's the temp.,"What makes a good model is it has to show evidence, mechanism, audience, and generality.","I think it should all different ways that condensation happens. IT shows everything because it shows the generality, audience, mechanic, and evidence.","It shows the information from my class experiments, and my teacher and classmates ideas are. IT houses every thing because I showed the time, humidity, and the water particles.",My model is for dew on grass because it shows humidity and the water particles.,My model is for dew on grass because it shows humidity and every thing.
301229,5,2,2,,2,,,0,0,0,0,0,To help me understand condensation.,Including the scientific ideas.,No because you want it to fit with generally in a game.,Yes it uses it by explain condensation.,The weather man.,I would tell them to hold a glass of water up and see if water seeps through.
301176,5,2,3,,2,,,0,0,0,0,0,To show how to see the cups,"Light pathway, source, detector, object MSU",when light hits an object I bounces off into our eyes.,I think it should show different ways so you can get the idea and so people don't think it only works with a cup,little kids so they can learn about how they see.,Use a laser pointer to show when it hits something it goes in a straight line.
301178,5,2,3,,2,,,0,0,0,0,0,I might use my model to explain light,Generality,,if you had a mirror then it would reflect letting you see behind you.,to explain light,
301180,5,2,3,,2,,,0,0,0,0,0,"How we see, explain how and why","Not specific objects, light, etc. also scientific no doodles",The light goes into people eyes and at the object,"Yes, seeing so the model can fit into many different ideas",anyone it is made of any audience,Light travels straight not wavy like.
301181,5,2,3,,2,,,0,3,0,0,0,"It was supposed to explain how to see the cup fro everyone's viewpoint, and behind you. I could explain that to someone whose confused.","It needs to have GAME, generality, audience, mechanism, and evidence.","I showed reflection, the pathway, and straight lines",All the different ways. A good model is general.,"Showing how to see a cup behind you, and in front of you. Because it is general!",Light can't go around objects; if it could there would be no shadows.
301182,5,2,3,,2,,,0,0,0,0,0,To show how we saw the cup from behind us and in front of us. To show how you can see and how you can see thing behind you.,GAME does make a good model.,You can see the objects.,One thing because it will not work with more then one thing.,For people who want to now how you see thing. Because thats what the model is for.,Light travels in straight lines because it bounces off the cup and goes to our eyes at different angles.
301189,5,2,3,,2,,,0,0,0,0,0,,,"it has reflectors, light sources, light detectors, objects and light pathway","I think it should included the different ways light helps us see because if it includes many was you won't get the idea, that I can't see back words or sideways because you don't just focused on one.",Our group and MSU science group. Both need the info.,Show them the model and explain it.
301191,5,2,3,,2,,,0,0,0,0,0,To show that many people can see the same thing at a time.,Using MSU and using the 4 elements of seeing.,Because it uses everything a light model needs.,"I am not sure, do whatever you want with it. It probably could be used for many but I'm not one hundred per cent sure.",MSU. They made this program,"Light cannot do that, I would tell them to try it out in real life to see if it would work."
301195,5,2,3,,2,,,0,0,0,0,0,Seeing thing around you,"arrows, MSU",it has all the things that we learned.,single situation because we weren't told to do anything except how we see the cup behind us.,Students so they can learn about light reflection.,tell them that light only travels in a straight pathway.
301202,5,2,3,,2,,,0,0,0,0,0,The purpose was to understand when we can see the cup. I would use it for other models and use it.,,It fits because they follow the light principals.,Yes. Because then it tells more information to the person looking at the model.,My model should be for fourth graders because then they will get an idea of how light works and how we see light.,If the light travels in wavy lines then it doesn't really reflect off the object then it wouldn't really so much into our eyes.
301204,5,2,3,,2,,,0,0,0,0,0,"So a person can see the cup from a mirror, light.",A model that has accomplishes a goal.,Like when I put descriptions.,You could use a mirror because a mirror can see behind you.,To do examples because it would help me understand.,Like have a light come to you first.
301212,5,2,3,,2,,,0,0,0,0,3,The purpose of my model is to inform people on how you see different objects with the help of light. I would use my model to explain how lights helps us see.,"Using MSU which is generality, audience, mechanics, and evidence.",It fits the evidence I collected because I added everything that was needed to be a model.,I think it should explain all different ways that light helps us. Because there are more reasons for learning about light than just situations. ,Maybe just other students and the teacher. Because other students maybe need help with learning all about light and the teachers need to see what we did.,The light has to go in a straight line and go to the object then reflect off the object and goes to the people's eyes.
301215,5,2,3,,2,,,0,0,0,0,0,The purpose is to show where you can see the cup I will use the model for nothing.,A good model explains and shows game with the needed things.,I started to show light pathways in my model to make it easier to understand.,On one site because it makes it easer to understand by showing less to talk about more ,The teachers because I have to give this test to them.,I might by telling them that light doesn't bend unless it's in water or in  black hole or other things.
301219,5,2,3,,2,,,0,0,0,0,0,To tell some one about how we see.,MSU,It tot me you al that helped!!!,specific it would be ,youngsters,not at all does
301224,5,2,3,,2,,,0,0,0,0,0,The purpose of my model is to show how all of our group members can see the cup. I could use my model for a research paper.,GAME makes a good model.,After learning the stuff I put it in my model.,It should explain different ways that light helps us see because there is less models to make.,"Teachers, friends, and researchers because it is going to be used by them.",I could tell them that light travels in straight lines but have multiple lines that can bounce off object in different directions.
301225,5,2,3,,2,,,0,0,0,0,0,The purpose of model is to see the cup in the middle and behind.,Game activate mechanism evaluate,"Because it show game and it is neat, and it has arrows and it has details.",I think it just for specific situations like how to see a cup. Because it only show how you can see the cup.,Some one who needs help seeing a cup. Because they might need help look at a cup.,"Like this you can just see the cup in front of you, you don't even need light to see it."
301229,5,2,3,,2,,,0,0,0,0,0,So I can learn and be successful in life.,"All details you need, game","it has a light source ,light detector, light pathway, and a object",How you can see the cup behind you well you don't need that 1st thing when they ask a question about light one specific thing,"Me, my teacher",To help me learn
301230,5,2,3,,2,,,0,0,0,0,0,The purpose is to explain how light travels and I would use it explain that.,"Generality, audience, mechanics, evidence",I made these change so it would fit GAME,No it need to fit GAME,People who want to learn about light so learn about light,How can you prove this
301146,6,3,4,,,1,,0,0,0,0,0,To show that odor is in the air and moves everywhere by bouncing of other particles.,"A good model should have a key, it should also be very general so you can relate it to other phenomena.",Yes because it shows the way they're going and witch is witch. So it makes better since.,,For MSU. Because is is there assessment that they sent.,Yes because it shows the way they're going and witch is witch. So it makes better since.
301169,6,3,4,,,1,,0,0,0,0,0,The purpose of a model is to explain or show the phenomena. ,"Labels, movement, and an explanation.",I think my model should focus on a specific situation. If you had a specific model it would be easier to get an idea of the idea.,,Showing that molecules move. Because my model shows molecules moving around and hitting each other causing them to move around the room.,I think my model should focus on a specific situation. If you had a specific model it would be easier to get an idea of the idea.
301118,6,3,4,,,1,,0,0,0,0,0,The purpose of a model is to show or learn or teach to other people. You can also learn from models.,"What makes a good model? A good model is one with a key, what you are putting in your model has to do with what you learned in class.",Yes you should tell how the odors move. Because in the model you need to tell how the odor travels.,,To learn from and help me understand. Because it helps me understand better when we do more and make.,Yes you should tell how the odors move. Because in the model you need to tell how the odor travels.
301131,6,3,4,,,1,,0,0,0,0,0,"To show a general idea, for many different ideas such as evaporation, odor (etc.)","Good models have many things. For example, a key/legend, and things that can easily see and represents something specific.","No you should be as general as possible, because if someone were to look at your model, they'd want to see one thing. If that doesn't relate, it won't help them.",,"Anyone (sort of) anyone should be able to look at your model and understand it. If not, you need more detail and generality. ","No you should be as general as possible, because if someone were to look at your model, they'd want to see one thing. If that doesn't relate, it won't help them."
301132,6,3,4,,,1,,0,0,0,0,0,The purpose of a model is to visualize a phenomena or experiment.,"Generalization, key, arrows, labels, mechanism, evidence.",No because it won't fit all phenomena.,,A person who is starting to learn about odor. It is pretty basic and general.,No because it won't fit all phenomena.
301364,6,3,4,,,1,,0,0,0,0,0,"A model's purpose is to help understand the main situation. For example, if you want to show wind, you could use a fan as a model. It is a smaller way to help understand the situation.","A good model must have true information. If there is wrong information, it will be giving wrong information to the person who is reading your model. Another thing is a key to identify what's what on a model.","It should focus on a specific situation. Different odors move in different ways, so it would be understandable if you focused on one situation.",,I think it's for a student my grade or a grade lower. My model doesn't show all the specific's like all the other chemicals in the odor. Mine is simple to help understand the main idea.,"It should focus on a specific situation. Different odors move in different ways, so it would be understandable if you focused on one situation."
301189,6,3,4,,,1,,0,0,0,0,0,To show how odor particles get to your nose. ,"In my eyes a good model has: what ever your talking about or trying to show, effort and neatness, generality of an overall topic. (last year we learned MSU shows a good model.)",I think it should cover all of the different ways that odors or air molecules move. So that if someone wanted to see in general what odors and air particles mix or get to your nose they wouldn't have to look at a million different models. ,,Anyone who wants to learn about odor's particles. Because it shows all information needed to explain the topic to anyone.,I think it should cover all of the different ways that odors or air molecules move. So that if someone wanted to see in general what odors and air particles mix or get to your nose they wouldn't have to look at a million different models. 
301211,6,3,4,,,1,,0,0,0,0,0,To show the people looking at it what's going on about what its for.,"In a good model there is a key, explanations, details, it making sense, focusing on the topic, and neat.",Focus on a specific situation if your working on compression you don't want your model to be focusing on other things.,,Myself to help me with what air particles look like and how the move etc..,Focus on a specific situation if your working on compression you don't want your model to be focusing on other things.
301148,6,3,4,,,1,,0,0,0,0,0,So Miss Richter can see how I learn and what I think about what we are learning about.,"Game, G is for generality, A for aim, m for mechanism, e for evidence. G is for describing it general not specific, a is for staying on topic, m for how it works, and e for evidence how and why it does that.",I think it should explain other substances. Because it explains how this works in different ways.,,People who don't understand this and can learn from this. Because then they can learn from my model and other people's too.,I think it should explain other substances. Because it explains how this works in different ways.
301157,6,3,4,,,1,,0,0,0,0,0,I think its to teach or inform.,"it should be true, it should explain how and why, it should be easy to understand, it should be general enough to work with other phenomena",It shouldn't focus on a specific situation. Then people might think molecules behave differently in different situations (so they would be confused).,,Maybe next years class. When I first started I didn't understand how/why smells got to your nose so it could help someone.,It shouldn't focus on a specific situation. Then people might think molecules behave differently in different situations (so they would be confused).
301167,6,3,4,,,1,,0,0,0,0,0,To inform others and understand your understanding of things.,"A good model consists of GAME, gets the point across clearly, is neat and is informative.",I think my models explain the different ways. Because that is showing that this phenomenon is true for all situations and my model should be general anyway.,,Anyone who wants/needs to know about odor. Because it is an informative model to inform people.,I think my models explain the different ways. Because that is showing that this phenomenon is true for all situations and my model should be general anyway.
301120,6,3,4,,,1,,3,0,0,0,0,To show a idea in the form of a drawing.,"Clear, accurate information and scientific ideas and evidence.",It should explain all different ways that substances move. Because the model will then show more information because it shows how the substances move in general.,,Probably sixth graders because it's not really that complex of a model.,It should explain all different ways that substances move. Because the model will then show more information because it shows how the substances move in general.
301130,6,3,4,,,1,,0,0,0,0,0,"To show  particles, or how something works in general.",Being very specific and showing lots of details. You also need a key to tell you what is which is which in a model.,"I think it should describe a specific situation because then you are just looking at one situation, and not multiple because if you have a lot then it might get confusing.",,For people who want to now how an odor can be from across the room. Because in my model it has molecules that are traveling from different parts of the room.,"I think it should describe a specific situation because then you are just looking at one situation, and not multiple because if you have a lot then it might get confusing."
301142,6,3,4,,,1,,0,0,0,2,0,To enlighten an uneducated individual on certain scientific phenomena.,"A key, telling what certain things are. An explanation, to explain what is going on.","Neither, it should show how odor and air molecules in general move. Because you don't want to be so general it's not focused, but when making an odor model you don't want to be too specific.",,"People who do not understand how odor molecules move like children in 5th grade. Because if they already knew about odor molecules and how they move, they wouldn't have to look at any model about the particular given subject.","Neither, it should show how odor and air molecules in general move. Because you don't want to be so general it's not focused, but when making an odor model you don't want to be too specific."
301178,6,3,4,,,1,,0,0,0,0,0,To explain.,A model that is self explanatory.,All different situations because then it is all ways right know matter what the problem is.,,People who don't understand because then they can look at my model and see how it works. ,All different situations because then it is all ways right know matter what the problem is.
301180,6,3,4,,,1,,0,0,0,0,0,A model is to show how and why something is happening.,A good model is when you describe in detail and show about everything. ,"It should be all the way and substances. Because, it would be general for all tests/experiments. ",,Students. It explains at there level and thinking.,"It should be all the way and substances. Because, it would be general for all tests/experiments. "
301193,6,3,4,,,1,,0,0,0,0,0,"In general, the purpose of a model is to show the main idea of how something works by drawing a picture or diagram of it.","In general, a good model is a model that shows game. G - generality, a - audience, m - mechanism, e - effort. ",How perfume odors move in a room. I think that because it's better to focus on the main topic to make the model easy to understand.,,The teacher (Miss Richter). She is the one who grades it.,How perfume odors move in a room. I think that because it's better to focus on the main topic to make the model easy to understand.
301212,6,3,4,,,1,,0,0,0,0,4,"The purpose of a model is to show that you are thinking about down on a piece of paper, but you are doing it.",A good model is when you have a detailed drawing and symbols in your drawing. Also you need a key what your symbols are for. The last thing you need to do is be clear with your drawings and make sure they make since.,I think does explain all different ways substances move. I think this because my model is how I think smell particles move and how the air particles push the smell particles to different places of the room. ,,"I think my model is for the teacher, other students and I. I think this because the teacher can see what I already know. Other students can learn from my model or explain it with their model to see what we have in common. It is for me because I can learn from my own model and see if I'm right in the end.",I think does explain all different ways substances move. I think this because my model is how I think smell particles move and how the air particles push the smell particles to different places of the room. 
301215,6,3,4,,,1,,0,0,0,0,0,The purpose of a model is to understand how things work and provides a reference point.,A good model provides consistent results and is understandable by everyone.,My model works for all molecules in general. All air molecules and odor vapors move the same. The difference would be seen if you drew specific molecules.,,Everyone interested in understanding how odor molecules travel. This will help them understand how people smell.,My model works for all molecules in general. All air molecules and odor vapors move the same. The difference would be seen if you drew specific molecules.
301125,6,4,4,,,,1,0,0,0,0,0,"The purpose of a model is that you bring all of everything you know or have learned, and show what happens. Them, you will be able to see pretty clearly on what your understanding is.","In a good model, there are usually many different things. There is usually a key, which shows what everything stands for in your model. There's also usually labels telling what something is. Also, there is usually a description.",I think it should explain all of the different ways. Because then it doesn't seem like the specific thing is the only thing that moves in that certain way.,,"Well, I think my model is there to help me, but also for the audience so that they can have a better understanding. Well, because it's there so I can look back at it and it will help me understand, but also other people, because I made this model to make it so it is easier to understand how all odor travels.",I think it should explain all of the different ways. Because then it doesn't seem like the specific thing is the only thing that moves in that certain way.
301341,6,4,4,,,,1,0,0,0,0,0,To show how smell particles travel.,It needs a key and needs to be heat.,It should explain all odors. Odors are particles / gas. ,,Fifth/Sixth graders. They would understand it more than kindergarten - fourth graders.,It should explain all odors. Odors are particles / gas. 
301136,6,4,4,,,,1,0,0,0,0,0,To teach someone something.,"A key, and correct information.",Yes because all odors move the same.,,Me so I learn about how smells travel.,Yes because all odors move the same.
301176,6,4,4,,,,1,0,0,0,0,0,To show an example of what happens.,A key able for a two year old to understand it.,It should show everything. So people who don't know aren't confused.,,Mrs. Mittan made us. So she can see what we know.,It should show everything. So people who don't know aren't confused.
301182,6,4,4,,,,1,0,0,0,0,0,To show how smells move,A key and a explanation for what the model is,No just one because not everything moves the same way.,,A person who wants to learn how odor because that is what the model is for.,No just one because not everything moves the same way.
301195,6,4,4,,,,1,0,0,0,0,0,To show what stuff is,Having a good picture and key,Yes they don't stay in one place.,,Are teacher is making us do it for MSU,Yes they don't stay in one place.
301224,6,4,4,,,,1,0,0,0,0,0,To explain a process or to explain something.,"A key, neatness, make it work for many things, showing all that you need to show.",Yes it works with all types of odors because all odors move.,,Anyone because anyone who want to see or learn how odors move can.,Yes it works with all types of odors because all odors move.
301225,6,4,4,,,,1,0,0,0,0,0,To explain are tell something in a picture and you can see what's happening,A key to show what everything is and some arrows the source and the main purpose,I can show any thing because it shows movement it shows air particle that one attached to air particles and some is just air. ,,"Anybody who can read are see because it shows movement, particles attached to air and some plain old air particles.",I can show any thing because it shows movement it shows air particle that one attached to air particles and some is just air. 
301230,6,4,4,,,,1,0,0,0,0,0,To explain a topic in the form of a picture.,A general model with a lot of detail and all the essential elements.,I think it should be general because most odors move the same.,,Scientists because thats who it's going to.,I think it should be general because most odors move the same.
301170,6,4,4,,,,1,0,0,0,0,0,To show how odors spread out.,"Generality, a key, an explanation, and evidence.",I think it should focus on all air and odor particles. Because it makes it general and it can be used,,Any one that needs to understand the way air and odors move because it's good for explaining things.,I think it should focus on all air and odor particles. Because it makes it general and it can be used
301123,6,4,4,,,,1,0,0,0,0,0,To show a reader what the concept is of a theory and showing it was a picture to capture what it means.,"A key, showing what things are and what a good hooked idea that you can explain in a model.","Yes, so the person who is looking at the model understands the concept.",,How smells get to one place to another. So the reader understands how it moves around.,"Yes, so the person who is looking at the model understands the concept."
301134,6,4,4,,,,1,0,0,3,0,0,To show the scientific topic.,Having a key and words.,It can talk how other odor move. Because all odors move the same.,,Everyone because anybody can see it.,It can talk how other odor move. Because all odors move the same.
301139,6,4,4,,,,1,0,0,0,0,0,To show your understanding.,Well what whatever you think is right I think sent molecules air molecules movement and open space.,I think in general. Because they might be thinking it's just specific to one certain thing.,,Everyone because it explains a lot.,I think in general. Because they might be thinking it's just specific to one certain thing.
301181,6,4,4,,,,1,0,4,0,0,0,,To give a lot of evidence to support the topic and show you know what the topic is.,I showed motion - it shows that the air was moving - the fact smell I would have to move to smell it.,,,I showed motion - it shows that the air was moving - the fact smell I would have to move to smell it.
301191,6,4,4,,,,1,0,0,0,0,0,To explain something so you can see it.,"Clearness, a key, labels, and making it so other people can understand it.","Yes, because the air molecules could represent any smell. It could be perfume, air fresher, etc.",,It is for anyone who wants to learn about this kind of stuff. Because people could look at my model and learn about air molecules.,"Yes, because the air molecules could represent any smell. It could be perfume, air fresher, etc."
301168,6,4,4,,,,1,0,0,0,0,0,To help people understand a topic. ,"Every model needs words, arrows and a key.",Yes it should show which way the odor is going because this model is about odors.,,Students who missed the lesson.  A model is suppose to help kids understand the lesson.,Yes it should show which way the odor is going because this model is about odors.
301204,6,4,4,,,,1,0,0,0,0,0,The purpose of a model is to show what a person is saying.,A good model is have directions to it,Yes so you can smell the odors but you can have more. ,,I think its for smelling things.,Yes so you can smell the odors but you can have more. 
301229,6,4,4,,,,1,0,0,0,0,0,To help people under stand how I feel about what my model shows.,"Details, arrows, etc.",No there are so many different ways.,,My teacher and me also for MSU. I did not draw it for my best friends cause she does not need to know.,No there are so many different ways.
301146,6,3,5,,,2,,0,0,0,0,0,The purpose of a model is to explain or show the phenomena.,"Labels, movement, and an explanation.",I think my model should focus on a specific situation. If you had a specific model it would be easier to get an idea of the idea.,,Showing that molecules move. Because my model shows molecules moving around and hitting each other causing their to move around the room.,I think my model should focus on a specific situation. If you had a specific model it would be easier to get an idea of the idea.
301169,6,3,5,,,2,,0,0,0,0,0,To show something in the form of a picture. ,If it has everything included in the model in the key.,No it should be general. To show people thats not the only way mol. Move.,,Anybody who want to learn the subject because they want to know the subject.,No it should be general. To show people thats not the only way mol. Move.
301118,6,3,5,,,2,,0,0,0,0,0,To show that odor is in the air and moves everywhere by bouncing of other particles.,"A good model should have a key, it should also be very general so you can relate it to other phenomena!",Yes because it shows witch way they're going and witch is witch. So it makes better since.,,For MSU. Because this is there assessment that they want.,Yes because it shows witch way they're going and witch is witch. So it makes better since.
301132,6,3,5,,,2,,0,0,0,0,0,To show how odors move.,"It needs a key, source, and a good description.",Specific situation. Each situation might be different.,,MSU. Mrs. Mittan told us.,Specific situation. Each situation might be different.
301364,6,3,5,,,2,,0,0,0,0,0,To show the people looking at it what's going on about what its for.,"In a good model there is a key, explanations, detail, it making sense, focusing on the topic, and neat.",Focus on a specific situation. If your working on compression you don't want your model to be focusing on other things.,,Myself to help me with what air particles look like and how the move etc..,Focus on a specific situation. If your working on compression you don't want your model to be focusing on other things.
301189,6,3,5,,,2,,0,0,0,0,0,The purpose of a model is to show your understandings on a certain topic by drawing it out.,"A good model usually has, a key, labels, and an explanation. Other things such as molecules and a source would depend on the topic.",I think it should focus on how all different ways. Because then it's more general and it's giving the main topics on what happens and how.,,I think my model is for anyone who wants to learn about this. Because it's telling what goes on when an odor moves across the room and it's not made especially for someone.,I think it should focus on how all different ways. Because then it's more general and it's giving the main topics on what happens and how.
301211,6,3,5,,,2,,0,0,0,0,0,To show a person who does not understand a certain phenomena a way to look at and/or understand the phenomena in a different.,"A good model has a key, change over time, general, but not too general, accuracy and evidence. Also mechanism.","My model should explain something in the middle. My model should explain something in the middle because a model should be general, but not so general that it becomes inaccurate for describing some phenomena. ",,My model is for people who do not understand how and why odors move across the room. My model is for people who do not understand how and why odors get to my nose because it is a really cool phenomena that everyone should comprehend. ,"My model should explain something in the middle. My model should explain something in the middle because a model should be general, but not so general that it becomes inaccurate for describing some phenomena. "
301219,6,3,5,,,2,,0,0,0,0,0,To visually see what is going on.,"MSU: Generality, audience, mechanism, evidence (taught from last year by Mrs. J :))","Yes, because they move the same, then only change based on temp. Explained above.",,Me and MSU. To teach me and for MSU to research.,"Yes, because they move the same, then only change based on temp. Explained above."
301148,6,3,5,,,2,,0,0,0,0,0,"To show a general idea for many different ideas such as evaporation, odor (etc.)","Good models have many things. For example, a key/legend, and things that can easily see that it represents something specific.","No you should be as general as possible, because if someone were to look at your model, they'd want to see one thing. If that doesn't relate, it won't help them.",,"Anyone (sort of). Anyone should be able to look at your model and understand it. If not, you need more detail and generality.","No you should be as general as possible, because if someone were to look at your model, they'd want to see one thing. If that doesn't relate, it won't help them."
301149,6,3,5,,,2,,0,0,0,0,0,"A model's purpose is to help understand the main situation. For example, if you want to show wind, you could use a fan as a model. It is a smaller way to help understand the situation.","A good model must have true information. If there is wrong information, it will be giving wrong information to the person who is reading your model. Another thing is a key to identify what's what on a model.","It should focus on a specific situation. Different odors move in different ways, so it would be understandable if you focused on one situation.",,I think it's for a student my grade or a grade lower. My model doesn't show all the specific's like all the other chemicals in the odor. Mine is simple to help understand the main idea.,"It should focus on a specific situation. Different odors move in different ways, so it would be understandable if you focused on one situation."
301157,6,3,5,,,2,,0,0,0,0,0,To show an idea in the form of a drawing.,"Evidence that is true, nothing to confusing, and clear ideas.",I think it should explain a specific situation. Because that situation can related to other situations.,,6th graders. Because it is not to complex.,I think it should explain a specific situation. Because that situation can related to other situations.
301167,6,3,5,,,2,,0,0,0,0,0,To show and to teach someone something.,"A key, good details, and thought put into the model.",One focus on a specific situation. Because different temperature can make a model different.,,People who want to learn how odors move more. Because thats what's the model is about.,One focus on a specific situation. Because different temperature can make a model different.
301130,6,3,5,,,2,,0,0,0,0,0,,,I think my model does explain all different ways odors move around the air. I think this because most odors move the same way so it can show all ways substances move.,,I think my model is for my teacher and other students.,I think my model does explain all different ways odors move around the air. I think this because most odors move the same way so it can show all ways substances move.
301142,6,3,5,,,2,,0,0,0,3,0,To help people.,The model needs to help people understand the topic.,Yes this is a model about odors and molecules.,,For people who don't know much about molecules. Because a model is suppose to help people who can't understand the topic.,Yes this is a model about odors and molecules.
301178,6,3,5,,,2,,0,0,0,0,0,To show how odor particles get to your nose.,In my eyes a good model has: 1. whatever your talking about or trying to show. 2. Effort and neatness. 3. generality of an overall topic (last year we learned MSU shows a good model.),I think it should cover all of the different ways that odors or air molecules move. So that if someone wanted to see in general what odors and air particles mix or get to your nose they wouldn't have to look at million different models. ,,Anyone how wants to learn about odor's particles. Because it shows an information needed to explain the topic to anyone.,I think it should cover all of the different ways that odors or air molecules move. So that if someone wanted to see in general what odors and air particles mix or get to your nose they wouldn't have to look at million different models. 
301180,6,3,5,,,2,,0,0,0,0,0,"My purpose of this model is to show how odors, move across the room to a detector. The why of how odors move across the room where the odor comes from, and what happens overtime.","GAME. G is for generality, you have to make it work for every situation. A is for aim, you have to stay on the topic. M is for mechanism, you have to the ""How and Why"". E is for evidence, you have to show how you found out what you did. ",I think it should show all the different ways substances move around because the idea you drew should be general so it can explain the idea in different situations.,,"People who don't understand ideas about odors, molecules, and movement. Because then they will partly understand how odors move and what happens to odors.",I think it should show all the different ways substances move around because the idea you drew should be general so it can explain the idea in different situations.
301193,6,3,5,,,2,,0,0,0,0,0,To explain how and why something happens.,"It has to be general, fit one type of audience, show evidence, and have mechanisms to show how it works.",All the different ways. A good model is general.,,How and why do smells move across the room. Because that is the question hat it was supposed to answer.,All the different ways. A good model is general.
301212,6,3,5,,,2,,0,0,0,0,5,To explain a phenomena that someone doesnt understand.,A model that is self explanatory. A model that has a title.,No I think my model should show all the different ways the substance move because then the model is always right.,,People trying to under stand how odors move.,No I think my model should show all the different ways the substance move because then the model is always right.
301215,6,3,5,,,2,,0,0,0,0,0,The purpose of a model is to show how and why odor travels.,"A good model has odor, air, movement, and answer about all questions asked.",Yes it should explain all the different way substances move in air. Because the model should not be specific about what the odor is so you can put the model in different phenomena. ,,My model is mainly for anyone 6th grade and up. It is very general and easy to understand for 6th graders or above.,Yes it should explain all the different way substances move in air. Because the model should not be specific about what the odor is so you can put the model in different phenomena. 
301125,6,4,5,,,,2,0,0,0,0,0,"To show how particles, or how something works in general.",Being very specific and showing lots of details. You also need a key to tell you what is which is which in a model.,"I think it should describe a specific situation. Because then you are just looking at one situation, and not multiple because if you have a lot then it might get confusing. ",,For people who want to know how an odor can be across the room. Because in my model it has molecules that are traveling from different parts of the room.,"I think it should describe a specific situation. Because then you are just looking at one situation, and not multiple because if you have a lot then it might get confusing. "
301341,6,4,5,,,,2,0,0,0,0,0,"In general the purpose of a model is to show in a picture or diagram how something works, in a scientific way.",In general what makes a good model is something thats easy to understand yet detailed at the same time.,"I think that it should mainly focus on a specific situation because it would take way to long to explain ""all"" the different whys the substances move around the room like odors or air molecules.",,I think my model is for Ms. Richter. I think my model is for Ms. Richter because she is the one who is grading my packet.,"I think that it should mainly focus on a specific situation because it would take way to long to explain ""all"" the different whys the substances move around the room like odors or air molecules."
301136,6,4,5,,,,2,0,0,0,0,0,To show how odors spread.,Its general and work with all odors.,Yes because its a general model to all times an odor would spread.,,To show what I know so others can see what I've learned.,Yes because its a general model to all times an odor would spread.
301176,6,4,5,,,,2,0,0,0,0,0,,"Generalization, keys, arrows, labels, mechanism, evidence.",No because it won't fit all phenomena.,,A person who is starting to learn odors. It is pretty basic and general.,No because it won't fit all phenomena.
301182,6,4,5,,,,2,0,0,0,0,0,"The purpose of a model is to inform anyone interested in the concept or phenomena. Also, models are used to gather and sum up what you understand, how you've improved in learning, and how to improve more.",A good model consists of a clear focused idea shown through symbols and arrows. A good model should have a key to explain those symbols and should be able to explain a key question and be applied to all situations of similarity to that phenomena.,"Yes, I think my model should explain all the ways. I think this because if it can only explain one phenomena it might give your audience the idea that the molecules only move and do that with this phenomena.",,I think my model is for anyone who wants to learn about traveling odors. I think this because my model is used to inform and so anybody who wants to learn about this can be informed.,"Yes, I think my model should explain all the ways. I think this because if it can only explain one phenomena it might give your audience the idea that the molecules only move and do that with this phenomena."
301195,6,4,5,,,,2,0,0,0,0,0,To show something that people usually can't see. ,"Generalization, and a clear picture.",Yes. People like to know about this kind of stuff.,,People who want to know about smell molecules. Because they want to learn.,Yes. People like to know about this kind of stuff.
301224,6,4,5,,,,2,0,0,0,0,0,To show something.,A key and the model.,No it would be more boring than it is.,,MSU are teacher told us.,No it would be more boring than it is.
301230,6,4,5,,,,2,0,0,0,0,0,To show the directions of what your talking about.,A model that what you talking about like a model that has directions.,I think they should stick with perfume because its easier.,,So the odors can have energy. Because if you dont have energy the odors dont do everything.,I think they should stick with perfume because its easier.
301170,6,4,5,,,,2,0,0,0,0,0,To show your idea on a paper.,Key and sentences.,Yes because odors are all the same because the odor hit each other.,,Everyone because it is made for others.,Yes because odors are all the same because the odor hit each other.
301123,6,4,5,,,,2,0,0,0,0,0,I think the purpose of a model is to teach/show/explain something or its just a way to put your ideas down and make them organized.,"Well, it needs to be true (obviously). It also has to be able to make sense to the audience so they can understand it. IT also has to fully answer the question, plus it needs to not be too specific so it can explain different phenomena.","It shouldn't focus on a specific situation. Then someone might think that example (what the model is showing) is different for different phenomena, and that it doesn't apply to other phenomena, which is wrong. ",,Next year's 6th graders. In the start of the year I didn't understand the question. I didn't know the answer and I had no idea what is was (the question equals how and why do odors travel across a room?),"It shouldn't focus on a specific situation. Then someone might think that example (what the model is showing) is different for different phenomena, and that it doesn't apply to other phenomena, which is wrong. "
301134,6,4,5,,,,2,0,0,4,0,0,To show how something works. ,"A key, a neat model, and lots of detail.",Yes so people younger understand.,,Kids who don't know. So they can learn early so they don't have trouble.,Yes so people younger understand.
301139,6,4,5,,,,2,0,0,0,0,0,To show what they do.,A key.,Yes because there all the same.,,All molecules because they all move the same.,Yes because there all the same.
